ProvID,Culture,Religion,TradeGoods,Citizens,Freedmen,lower_strata,middle_strata,proletariat,Slaves,Tribesmen,upper_strata,Civilization,Barbarian,NameRef,AraRef
4847,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4847,noregion
4848,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4848,noregion
4849,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4849,noregion
4850,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4850,noregion
4851,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4851,noregion
4852,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4852,noregion
4853,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4853,noregion
4854,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4854,noregion
4855,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4855,noregion
4856,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4856,noregion
4857,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4857,noregion
4858,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4858,noregion
4859,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4859,noregion
4860,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4860,noregion
4861,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4861,noregion
4862,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4862,noregion
4863,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4863,noregion
4864,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4864,noregion
4865,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4865,noregion
4866,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4866,noregion
4867,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4867,noregion
4868,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4868,noregion
4869,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4869,noregion
4870,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4870,noregion
4871,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4871,noregion
4872,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4872,noregion
4873,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4873,noregion
4874,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4874,noregion
4875,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4875,noregion
4876,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4876,noregion
4877,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4877,noregion
4878,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4878,noregion
4879,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4879,noregion
4880,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4880,noregion
4881,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4881,noregion
4882,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4882,noregion
4883,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4883,noregion
4884,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4884,noregion
4885,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4885,noregion
4886,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4886,noregion
4887,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4887,noregion
4888,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4888,noregion
4889,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4889,noregion
4890,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4890,noregion
4891,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4891,noregion
4892,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4892,noregion
4893,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4893,noregion
4894,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4894,noregion
4895,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4895,noregion
4896,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4896,noregion
4897,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4897,noregion
4898,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4898,noregion
4899,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4899,noregion
4900,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4900,noregion
4901,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4901,noregion
4902,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4902,noregion
4903,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4903,noregion
4904,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4904,noregion
4905,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4905,noregion
4906,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4906,noregion
4907,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4907,noregion
4908,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4908,noregion
4909,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4909,noregion
4910,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4910,noregion
4911,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4911,noregion
4912,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4912,noregion
4913,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4913,noregion
4914,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4914,noregion
4915,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4915,noregion
4916,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4916,noregion
4917,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4917,noregion
4918,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4918,noregion
4919,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4919,noregion
4920,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4920,noregion
4921,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4921,noregion
4922,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4922,noregion
4923,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4923,noregion
4924,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4924,noregion
4925,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4925,noregion
4926,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4926,noregion
4927,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4927,noregion
4928,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4928,noregion
4929,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4929,noregion
4930,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4930,noregion
4931,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4931,noregion
4932,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4932,noregion
4933,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4933,noregion
4934,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4934,noregion
4935,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4935,noregion
4936,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4936,noregion
4937,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4937,noregion
4938,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4938,noregion
4939,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4939,noregion
4940,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4940,noregion
4941,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4941,noregion
4942,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4942,noregion
4943,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4943,noregion
4944,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4944,noregion
4945,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4945,noregion
4946,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4946,noregion
4947,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4947,noregion
4948,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4948,noregion
4949,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4949,noregion
4950,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4950,noregion
4951,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4951,noregion
4952,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4952,noregion
4953,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4953,noregion
4954,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4954,noregion
4955,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4955,noregion
4956,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4956,noregion
4957,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4957,noregion
4958,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4958,noregion
4959,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4959,noregion
4960,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4960,noregion
4961,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4961,noregion
4962,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4962,noregion
4963,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4963,noregion
4964,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4964,noregion
4965,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4965,noregion
4966,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4966,noregion
4967,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4967,noregion
4968,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4968,noregion
4969,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4969,noregion
4970,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4970,noregion
4971,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4971,noregion
4972,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4972,noregion
4973,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4973,noregion
4974,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4974,noregion
4975,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4975,noregion
4976,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4976,noregion
4977,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4977,noregion
4978,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4978,noregion
4979,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4979,noregion
4980,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4980,noregion
4981,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4981,noregion
4982,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4982,noregion
4983,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4983,noregion
4984,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4984,noregion
4985,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4985,noregion
4986,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4986,noregion
4987,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4987,noregion
4988,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4988,noregion
4989,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4989,noregion
4990,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4990,noregion
4991,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4991,noregion
4992,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4992,noregion
4993,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4993,noregion
4994,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4994,noregion
4995,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4995,noregion
4996,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4996,noregion
4997,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4997,noregion
4998,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4998,noregion
4999,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov4999,noregion
5000,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5000,noregion
5001,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5001,noregion
5002,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5002,noregion
5003,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5003,noregion
5004,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5004,noregion
5005,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5005,noregion
5006,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5006,noregion
5007,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5007,noregion
5008,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5008,noregion
5009,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5009,noregion
5010,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5010,noregion
5011,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5011,noregion
5012,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5012,noregion
5013,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5013,noregion
5014,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5014,noregion
5015,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5015,noregion
5016,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5016,noregion
5017,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5017,noregion
5018,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5018,noregion
5019,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5019,noregion
5020,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5020,noregion
5021,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5021,noregion
5022,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5022,noregion
5023,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5023,noregion
5024,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5024,noregion
5025,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5025,noregion
5026,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5026,noregion
5027,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5027,noregion
5028,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5028,noregion
5029,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5029,noregion
5030,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5030,noregion
5031,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5031,noregion
5032,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5032,noregion
5033,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5033,noregion
5034,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5034,noregion
5035,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5035,noregion
5036,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5036,noregion
5037,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5037,noregion
5038,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5038,noregion
5039,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5039,noregion
5040,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5040,noregion
5041,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5041,noregion
5042,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5042,noregion
5043,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5043,noregion
5044,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5044,noregion
5045,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5045,noregion
5046,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5046,noregion
5047,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5047,noregion
5048,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5048,noregion
5049,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5049,noregion
5050,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5050,noregion
5051,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5051,noregion
5052,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5052,noregion
5053,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5053,noregion
5054,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5054,noregion
5055,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5055,noregion
5056,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5056,noregion
5057,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5057,noregion
5058,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5058,noregion
5059,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5059,noregion
5060,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5060,noregion
5061,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5061,noregion
5062,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5062,noregion
5063,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5063,noregion
5064,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5064,noregion
5065,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5065,noregion
5066,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5066,noregion
5067,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5067,noregion
5068,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5068,noregion
5069,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5069,noregion
5070,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5070,noregion
5071,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5071,noregion
5072,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5072,noregion
5073,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5073,noregion
5074,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5074,noregion
5075,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5075,noregion
5076,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5076,noregion
5077,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5077,noregion
5078,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5078,noregion
5079,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5079,noregion
5080,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5080,noregion
5081,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5081,noregion
5082,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5082,noregion
5083,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5083,noregion
5084,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5084,noregion
5085,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5085,noregion
5086,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5086,noregion
5087,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5087,noregion
5088,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5088,noregion
5089,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5089,noregion
5090,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5090,noregion
5091,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5091,noregion
5092,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5092,noregion
5093,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5093,noregion
5094,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5094,noregion
5095,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5095,noregion
5096,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5096,noregion
5097,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5097,noregion
5098,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5098,noregion
5099,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5099,noregion
5100,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5100,noregion
5101,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5101,noregion
5102,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5102,noregion
5103,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5103,noregion
5104,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5104,noregion
5105,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5105,noregion
5106,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5106,noregion
5107,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5107,noregion
5108,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5108,noregion
5109,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5109,noregion
5110,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5110,noregion
5111,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5111,noregion
5112,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5112,noregion
5113,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5113,noregion
5114,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5114,noregion
5115,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5115,noregion
5116,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5116,noregion
5117,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5117,noregion
5118,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5118,noregion
5119,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5119,noregion
5120,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5120,noregion
5121,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5121,noregion
5122,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5122,noregion
5123,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5123,noregion
5124,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5124,noregion
5125,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5125,noregion
5126,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5126,noregion
5127,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5127,noregion
5128,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5128,noregion
5129,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5129,noregion
5130,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5130,noregion
5131,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5131,noregion
5132,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5132,noregion
5133,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5133,noregion
5134,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5134,noregion
5135,roman,roman_pantheon,cloth,0,0,1,1,1,1,1,1,40,0,landprov5135,noregion
