PROVID;CULTURE;Religion;TRADEGOOD;unused;indentured;lower_strata;middle_strata;proletariat;slaves;tribesmen;upper_strata;INDUSTRIALISATION;PROVINCE_RANK;NAME;AREA;TERRAIN;;;LITERACY;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type 2;Extra pop culture 2;Extra pop religion 2;Extra pop size 2;Extra pop type 3;Extra pop culture 3;Extra pop religion 3;Extra pop size 3;Extra pop type 4;Extra pop culture 4;Extra pop religion 4;Extra pop size 4;Extra pop type 5;Extra pop culture 5;Extra pop religion 5;Extra pop size 5;Extra pop type 6;Extra pop culture 6;Extra pop religion 6;Extra pop size 6;Extra pop type 7;Extra pop culture 7;Extra pop religion 7;Extra pop size 7
4297;persian;shiite;livestock;0;0;20;2;0;0;3;0;8;0;Semnan;Khurasan;hills;patched_state;Khurasan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4298;malayan;sunni;cloth;0;0;0;0;0;0;0;0;0;0;Tarakan;Kaliman;dense_jungle;patched_state;Kaliman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4299;japanese;shinto;wood;0;0;32;1;0;0;0;1;10;0;Gero;Chubu;low_mountain;patched_state;Chubu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4300;koyukon;inuit;fish;0;0;0;0;0;0;0;0;0;0;McCarthy;Alaska;low_mountain;patched_state;Alaska;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4301;anglo_canadian;anglican;wood;0;0;3;0;0;0;0;0;10;0;Yarmouth;Nova Scotia;;patched_state;Nova Scotia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4302;serb;orthodox;wood;0;0;6;3;2;0;0;1;10;0;Užice;Srbija;forest;patched_state;Srbija;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4303;amur;mahayana;wood;0;0;0;0;0;0;1;0;0;0;Gora Tardoki;Primorsk;boreal_forest;patched_state;Primorsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4304;ping;linh;livestock;0;0;29;1;0;0;0;1;0;0;Saitianba;Yunnan;low_mountain;patched_state;Yunnan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4305;amur;siberian_shamanism;wood;0;0;0;0;0;0;1;0;0;0;Tyrma;Heilongjiang;forest;patched_state;Heilongjiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4306;central_american;catholic;textile_fibres;0;0;5;4;5;0;0;2;15;1;Guatemala;Guatemala;low_mountain;patched_state;Guatemala;;tribesmen;quichean;catholic;7;tribesmen;yucatec;syncretic_christian;2;tribesmen;quichean;yucatec;2;;;;;;;;;;;;;;;;
4307;yanktonai;waashat;grain;0;0;0;0;0;0;0;0;0;0;Wahpeton;North_Dakota;plains;patched_state;North_Dakota;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4308;ute;earth_lodge;wood;0;0;0;0;0;0;0;0;0;0;Pendleton;Oregon;semi_arid;patched_state;Oregon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4309;gan;nuoism;livestock;0;0;190;7;0;0;0;3;0;0;Wuxue;Hubei;farmland;patched_state;Hubei;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4310;guarani;pagelanca;livestock;0;0;0;0;0;0;2;0;0;0;El Tobíano;Santa Fe;plains;patched_state;Santa Fe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4311;persian;shiite;silk;0;0;7;0;0;0;4;0;8;0;Kashan;Irakadjemi;hills;patched_state;Irakadjemi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4312;bornean;sunni;cloth;0;0;19;0;0;0;0;0;0;0;Bintulu;Sarawak;sparse_jungle;patched_state;Sarawak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4313;norteno;catholic;gold;0;0;1;0;0;0;0;0;0;0;Caborca;Sonora;desert;patched_state;Sonora;;tribesmen;yavapai;catholic;1;;;;;;;;;;;;;;;;;;;;;;;;
4314;mikasuki;waashat;peat;0;0;0;0;0;0;2;0;0;0;Miami;Florida;marsh;patched_state;Florida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4315;cochimi;catholic;cloth;0;0;0;0;0;0;1;0;0;0;La Lomita;Baja_California;low_mountain;patched_state;Baja_California;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4316;telugu;hindu;grain;0;0;90;10;5;0;29;0;5;1;Hyderabad;Golconda;farmland;patched_state;Golconda;;lower_strata;sindhi;sunni;5;middle_strata;sindhi;sunni;2;upper_strata;south_gurkani;sunni;4;middle_strata;south_gurkani;sunni;5;lower_strata;gondi;sunni;15;;;;;;;;
4317;itelmen;siberian_shamanism;wood;0;0;0;0;0;0;1;0;0;0;De-Kastri;Primorsk;low_mountain;patched_state;Primorsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4318;guarani;pagelanca;livestock;0;0;0;0;0;0;2;0;0;0;Añatuya;Tucumán;forest;patched_state;Tucumán;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4319;russian;orthodox;wood;0;0;7;0;0;0;0;0;7;0;Baisa;Vyatka;plains;patched_state;Vyatka;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4320;english;anglican;wood;0;0;9;5;3;0;0;1;20;0;Forest of Dean;West;;patched_state;West;;lower_strata;english;catholic;3;;;;;;;;;;;;;;;;;;;;;;;;
4321;malinke;akan;cloth;0;0;1;0;0;3;17;0;0;0;Séguéla;Ivory Coast;;patched_state;Ivory Coast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4322;tiv;sunni;cloth;0;0;4;0;0;5;19;0;0;0;Zazzau;Nigeria;semi_arid;patched_state;Nigeria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4323;ukrainian;orthodox;cloth;0;3;2;0;0;0;0;0;10;0;Rylsk;Kursk;forest;patched_state;Kursk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4324;russian;orthodox;wood;0;0;4;0;0;0;0;0;7;0;Mirny;Vyatka;forest;patched_state;Vyatka;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4325;occitan;catholic;cloth;0;0;18;3;5;0;0;1;12;1;Montpellier;Languedoc-Roussillon;;patched_state;Languedoc-Roussillon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4326;norwegian;lutheran;fish;0;0;3;0;0;0;0;0;10;0;Egersund;Kristiansand;;patched_state;Kristiansand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4327;french;catholic;mediterranean_fruit;0;0;26;2;0;0;0;1;20;0;Châlons-en-Champagne;Champagne-Ardenne;;patched_state;Champagne-Ardenne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4328;english;anglican;grain;0;0;13;3;0;0;0;1;20;0;Lindsey;East_Midlands;;patched_state;East_Midlands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4329;sukuma;bantu;gems;0;0;3;0;0;0;10;0;0;0;PROV4329;Congo;dense_jungle;patched_state;Congo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4330;xiajiang;pure_land_buddhism;grain;0;0;360;10;0;0;0;5;10;1;Suqian;Jiangsu;farmland;patched_state;Jiangsu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4331;russian;orthodox;cloth;0;6;6;0;0;0;0;0;7;0;Aleksin;Tula;forest;patched_state;Tula;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4332;bulgarian;orthodox;grain;0;0;9;2;4;0;0;1;10;0;Sliven;Balgariya;farmland;patched_state;Balgariya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4333;ukrainian;orthodox;horses;0;0;4;0;0;0;0;0;10;0;Kropotkin;Kuban;plains;patched_state;Kuban;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4334;shan;linh;cloth;0;0;0;0;0;0;0;0;0;0;PROV4334;Burma;;patched_state;Burma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4335;ukrainian;orthodox;cloth;0;6;5;0;0;0;0;0;10;0;Burin;Kursk;forest;patched_state;Kursk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4336;levantine;sunni;grain;0;0;5;0;0;0;2;0;10;0;Kobajjep;Aleppo;;patched_state;Aleppo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4337;occitan;catholic;mediterranean_fruit;0;0;35;2;0;0;0;2;12;0;Béziers;Languedoc-Roussillon;;patched_state;Languedoc-Roussillon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4338;lowland_scots;reformed;wool;0;0;10;0;0;0;0;0;10;0;Angus;Highlands;;patched_state;Highlands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4339;castilian;catholic;wood;0;0;7;0;0;0;0;0;10;0;Gergal;Granada;;patched_state;Granada;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4340;french;catholic;mediterranean_fruit;0;0;14;2;4;0;0;1;20;0;Épernay;Champagne-Ardenne;;patched_state;Champagne-Ardenne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4341;burmese;linh;cloth;0;0;0;0;0;0;6;0;8;0;PROV4341;Burma;;patched_state;Burma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4342;galician;catholic;wood;0;0;12;1;0;0;0;0;10;0;Lugo;Galicia;;patched_state;Galicia;17;lower_strata;castilian;catholic;1;;;;;;;;;;;;;;;;;;;;;;;;
4343;sundanese;sunni;cloth;0;0;150;0;0;0;0;0;0;0;Cilegon;Java;plains;patched_state;Java;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4344;xiajiang;daoism;grain;0;0;240;5;0;0;0;5;10;0;Bozhou;Anhui;farmland;patched_state;Anhui;;lower_strata;xiajiang;mahayana;40;;;;;;;;;;;;;;;;;;;;;;;;
4345;dolgan;sunni;wood;0;0;0;0;0;0;0;0;0;0;Srednetymskoe;Tomsk;boreal_forest;patched_state;Tomsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4346;moroccan;sunni;vegetables;0;0;2;0;0;0;4;0;5;0;Midelt;Fes-Meknes;extreme_mountain;patched_state;Fes-Meknes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4347;bulgarian;orthodox;mediterranean_fruit;0;0;11;2;4;0;0;1;10;0;Trojan;Balgariya;farmland;patched_state;Balgariya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4348;ute;earth_lodge;cloth;0;0;0;0;0;0;0;0;0;0;Carson City;Nevada;low_mountain;patched_state;Nevada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4349;sindhi;sunni;grain;0;0;6;0;0;0;4;0;0;0;Choondiko;Sind;desert;patched_state;Sind;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4350;ukrainian;orthodox;mediterranean_fruit;0;2;3;0;0;0;0;0;10;0;Ochakiv;Kherson;farmland;patched_state;Kherson;;lower_strata;ashkenazi;jewish;2;;;;;;;;;;;;;;;;;;;;;;;;
4351;vietnamese;linh;cloth;0;0;24;1;1;0;0;1;6;0;Ha long;Tonkin;hills;patched_state;Tonkin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4352;turkish;sunni;salt;0;0;43;5;5;0;0;2;10;1;Konya;Konya;;patched_state;Konya;;lower_strata;greek;orthodox;1;;;;;;;;;;;;;;;;;;;;;;;;
4353;colombian;catholic;coffee;0;0;14;1;0;0;0;0;10;0;Cúcuta;Magdalena;low_mountain;patched_state;Magdalena;;tribesmen;zaque;muisca;1;;;;;;;;;;;;;;;;;;;;;;;;
4354;vietnamese;linh;cloth;0;0;44;2;1;0;0;0;6;0;Bac Ninh;Tonkin;;patched_state;Tonkin;;lower_strata;vietnamese;catholic;10;;;;;;;;;;;;;;;;;;;;;;;;
4355;mongolian;mahayana;horses;0;0;0;0;0;0;1;0;0;0;Santmargats;Monggol_Ulus;semi_arid;patched_state;Monggol_Ulus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4356;oriya;hindu;cloth;0;0;18;0;5;0;27;0;0;0;Kondagaon;Berar;semi_arid;patched_state;Berar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4357;nyungan;mythic;livestock;0;0;0;0;0;0;0;0;0;0;Bunbury;Western_Australia;forest;patched_state;Western_Australia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4358;latin_caribbean;catholic;sugar;0;0;14;3;6;0;0;0;15;1;Havana;Cuba;farmland;patched_state;Cuba;27;slaves;zambo;catholic;4;upper_strata;castilian;catholic;1;middle_strata;castilian;catholic;1;lower_strata;mulato;catholic;4;lower_strata;castilian;catholic;3;;;;;;;;
4359;micronesian;mana;cloth;0;0;0;0;0;0;1;0;0;0;Butaritari;Gilbert_Islands;;patched_state;Gilbert_Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4360;luri;shiite;cloth;0;0;24;8;0;0;0;2;1;1;Kermanshah;Irakadjemi;hills;patched_state;Irakadjemi;;lower_strata;kurdish;shiite;3;lower_strata;mizrahi;jewish;1;lower_strata;armenian;orthodox;2;lower_strata;iraqi;sunni;4;;;;;;;;;;;;
4361;dolgan;sunni;wood;0;0;2;0;0;0;0;0;0;0;Vertikos;Tomsk;boreal_forest;patched_state;Tomsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4362;moroccan;sunni;livestock ;0;0;4;0;0;0;2;0;5;0;El Orjane;Tafilalt;low_mountain;patched_state;Tafilalt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4363;dolgan;tengri;wood;0;0;0;0;0;0;0;0;0;0;Bakhta;Krasnoyarsk;boreal_forest;patched_state;Krasnoyarsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4364;ute;waashat;cloth;0;0;0;0;0;0;0;0;0;0;Stanislaus;California;forest;patched_state;California;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4365;wolof;serer;cloth;0;0;3;0;0;4;26;0;0;0;Tiwaawan;Senegal;semi_arid;patched_state;Senegal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4366;colombian;catholic;sugar;0;0;30;0;0;0;0;0;10;0;Cordoba;Magdalena;plains;patched_state;Magdalena;;tribesmen;sinu;muisca;4;;;;;;;;;;;;;;;;;;;;;;;;
4367;mossi;sunni;cloth;0;0;3;0;0;2;19;0;0;0;Sia;Burkina Faso;semi_arid;patched_state;Burkina Faso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4368;kazakh;sunni;horses;0;0;0;0;0;0;1;0;0;0;Ölgil;Monggol_Ulus;hills;patched_state;Monggol_Ulus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4369;san;khoi-san;grain;0;0;0;0;0;0;1;0;0;0;Auab;South_Africa;extreme_desert;patched_state;South_Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4370;latin_caribbean;catholic;coffee;0;0;7;1;0;0;0;1;10;0;Pinar del Río;Cuba;hills;patched_state;Cuba;12;slaves;zambo;catholic;1;lower_strata;castilian;catholic;2;lower_strata;mulato;catholic;1;;;;;;;;;;;;;;;;
4371;malagasy;zanahary;livestock;0;0;2;0;0;4;16;0;4;0;Ambovombe;Madagascar;desert;patched_state;Madagascar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4372;mapuche;tain_feyentun;livestock;0;0;0;0;0;0;3;0;0;0;San Luis;Cordoba Argentina;plains;patched_state;Cordoba Argentina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4373;norwegian;lutheran;inorganic_compounds;0;0;0;0;0;0;0;0;10;0;PROV4373;Nordland;;patched_state;Nordland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4374;finnish;lutheran;grain;0;0;2;0;0;0;0;0;0;0;Kangasala;Tavastehus;;patched_state;Tavastehus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4375;malinke;sunni;cloth;0;0;3;0;0;5;18;0;0;0;Bougouni;Mali;;patched_state;Mali;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4376;bashkir;sunni;horses;0;0;2;0;0;0;0;0;0;0;Aqsai;Uralsk;semi_arid;patched_state;Uralsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4377;russian;orthodox;wood;0;0;0;0;0;0;0;0;7;0;Yuriyev-Polski;Vladimir;forest;patched_state;Vladimir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4378;mexican;catholic;gold;0;0;5;0;0;0;0;0;7;0;Chilpancingo;Acapulco;low_mountain;patched_state;Acapulco;;lower_strata;mixtec;catholic;9;upper_strata;mixtec;catholic;1;;;;;;;;;;;;;;;;;;;;
4379;south_german;catholic;mediterranean_fruit;0;0;12;16;16;0;0;1;20;0;Heilbronn;Wurttemberg;;patched_state;Wurttemberg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4380;north_german;lutheran;vegetables;0;0;8;3;2;0;0;1;20;0;Grimmen;Pommern;coastal_terrain;patched_state;Pommern;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4381;finnish;lutheran;grain;0;0;3;0;0;0;0;0;0;0;Tampere;Tavastehus;plains;patched_state;Tavastehus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4382;russian;orthodox;grain;0;0;2;0;0;0;0;0;7;0;Schlüsselburg;Sankt-Petersburg;forest;patched_state;Sankt-Petersburg;;lower_strata;finnish;orthodox;2;lower_strata;baltic_german;lutheran;1;;;;;;;;;;;;;;;;;;;;
4383;armenian;orthodox;mediterranean_fruit;0;0;4;0;0;0;0;0;15;0;Erzeroum;Erzeroum;;patched_state;Erzeroum;;lower_strata;turkish;sunni;10;upper_strata;turkish;sunni;1;;;;;;;;;;;;;;;;;;;;
4384;yoruba;dahoman;cloth;0;0;7;0;0;2;29;0;0;0;Ifè;Nigeria;semi_arid;patched_state;Nigeria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4385;circassian;sunni;horses;0;0;2;0;0;0;3;0;0;0;Goriachi;Kuban;forest;patched_state;Kuban;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4386;oromo;kenyan;salt;0;0;0;0;0;3;13;0;0;0;Maji;Abyssinia;dense_jungle;patched_state;Abyssinia;;lower_strata;omotic;coptic;4;slaves;sidamic;coptic;5;;;;;;;;;;;;;;;;;;;;
4387;mongolian;mahayana;camel;0;0;6;0;0;0;0;0;0;0;Hekou;Hohhot;hills;patched_state;Hohhot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4388;russian;orthodox;cloth;0;2;5;0;0;0;0;0;7;0;Anna;Voronezh;forest;patched_state;Voronezh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4389;russian;orthodox;wood;0;0;5;0;0;0;0;0;7;0;Pereslav;Yaroslavl;forest;patched_state;Yaroslavl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4390;castilian;catholic;livestock;0;0;6;1;1;0;0;0;10;0;Astorga;León;;patched_state;León;13;lower_strata;asturian;catholic;1;;;;;;;;;;;;;;;;;;;;;;;;
4391;south_german;catholic;mediterranean_fruit;0;0;14;10;7;0;0;2;20;0;Karlsruhe;Baden;;patched_state;Baden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4392;north_german;lutheran;wood;0;0;7;2;1;0;0;0;20;0;Anklam;Pommern;forest;patched_state;Pommern;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4393;xaayda;waashat;whales;0;0;0;0;0;0;1;0;0;0;Namu;British_Columbia;forest;patched_state;British_Columbia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4394;french;catholic;cloth;0;0;42;16;23;0;0;6;30;1;Versailles;Île-de-France;;patched_state;Île-de-France;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4395;xiajiang;daoism;grain;0;0;200;5;0;0;0;5;10;0;Tuanjiecun;Anhui;farmland;patched_state;Anhui;;lower_strata;xiajiang;mahayana;35;;;;;;;;;;;;;;;;;;;;;;;;
4396;armenian;orthodox;copper;0;0;2;0;0;0;0;0;15;0;Kelkit;Sivas;;patched_state;Sivas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4397;osage;waashat;cloth;0;0;0;0;0;0;0;0;0;0;British_Columbia;Missouri;forest;patched_state;Missouri;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4398;turkish;sunni;copper;0;0;23;3;0;0;0;1;10;1;Kastamonu;Kastamonu;;patched_state;Kastamonu;;slaves;circassian;sunni;1;;;;;;;;;;;;;;;;;;;;;;;;
4399;cossack;orthodox;mediterranean_fruit;0;0;4;0;0;0;0;0;8;0;Taman;Kuban;plains;patched_state;Kuban;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4400;telugu;hindu;spices;0;0;30;0;5;0;27;0;5;0;Dachepalla;Golconda;hills;patched_state;Golconda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4401;beihua;daoism;vegetables;0;0;80;1;1;0;0;1;10;0;Changping Qu;Beijing;farmland;patched_state;Beijing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4402;russian;orthodox;cloth;0;1;13;3;2;0;0;1;7;0;Liski;Voronezh;plains;patched_state;Voronezh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4403;ojibwe-potawatomi;waashat;cloth;0;0;0;0;0;0;0;0;0;0;PROV4403;Wisconsin;forest;patched_state;Wisconsin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4404;castilian;catholic;coal;0;0;6;2;2;0;0;2;10;1;León;León;;patched_state;León;30;lower_strata;asturian;catholic;4;;;;;;;;;;;;;;;;;;;;;;;;
4405;mongolian;mahayana;horses;0;0;0;0;0;0;1;0;0;0;Dzotol;Monggol_Ulus;semi_arid;patched_state;Monggol_Ulus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4406;japanese;shinto;livestock;0;0;25;5;0;0;5;2;10;0;Hachihohe;Tohoku;;patched_state;Tohoku;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4407;khmer;theravada;cloth;0;0;23;1;0;0;0;0;0;0;Stoeng Treng;Laos;;patched_state;Laos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4408;ahtna;waashat;wood;0;0;0;0;0;0;1;0;0;0;Nemaiah Valley;British_Columbia;forest;patched_state;British_Columbia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4409;minor_nahua;catholic;textile_fibres;0;0;0;0;0;0;1;0;0;0;Culiacan;Sonora;plains;patched_state;Sonora;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4410;papuan;mythic;;0;0;0;0;0;0;0;0;0;0;Bird's Tail;Papua New Guinea;low_mountain;patched_state;Papua New Guinea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4411;bedouin;sunni;grain;0;0;0;0;0;0;2;0;0;0;Amman;Damascus;;patched_state;Damascus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4412;amur;tengri;wood;0;0;0;0;0;0;0;0;0;0;Ulya;Magadan;boreal_forest;patched_state;Magadan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4413;arapaho;waashat;livestock;0;0;0;0;0;0;0;0;0;0;Minneola;Kansas;semi_arid;patched_state;Kansas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4414;turkish;sunni;livestock;0;0;10;0;0;0;0;1;10;0;Safranbolu;Kastamonu;;patched_state;Kastamonu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4415;osage;waashat;cloth;0;0;0;0;0;0;0;0;0;0;Ottmuwa;Iowa;plains;patched_state;Iowa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4416;telugu;hindu;spices;0;0;70;0;5;0;29;0;5;0;Solapur;Visiapour;semi_arid;patched_state;Visiapour;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4417;ute;earth_lodge;cloth;0;0;0;0;0;0;0;0;0;0;Tonopah;Nevada;desert_hills;patched_state;Nevada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4418;colombian;catholic;livestock;0;0;1;0;0;0;0;0;10;0;Santa Elena de Uairén;Orinoco;dense_jungle;patched_state;Orinoco;;tribesmen;tupi;catimbo;3;;;;;;;;;;;;;;;;;;;;;;;;
4419;mongolian;mahayana;horses;0;0;0;0;0;0;1;0;0;0;Matad;Monggol_Ulus;semi_arid;patched_state;Monggol_Ulus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4420;ute;earth_lodge;cloth;0;0;0;0;0;0;0;0;0;0;Elko;Nevada;desert;patched_state;Nevada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4421;khmer;theravada;cloth;0;0;2;0;0;2;0;0;0;0;Sisaket;Isan;plains;patched_state;Isan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4422;maori;rangi;whales;0;0;0;0;0;0;1;0;0;0;Timaru;Te_Waipounamu;plains;patched_state;Te_Waipounamu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4423;tujia;nuoism;grain;0;0;10;0;0;0;54;0;10;0;Badong;West_Hubei;hills;patched_state;West_Hubei;;lower_strata;shangjiang;daoism;50;lower_strata;shangjiang;nuoism;20;;;;;;;;;;;;;;;;;;;;
4424;melanesian;mana;cloth;0;0;0;0;0;0;4;0;0;0;Oetune;Nusa_Tenggara;low_mountain;patched_state;Nusa_Tenggara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4425;punjabi;hindu;salt;0;0;60;2;0;0;4;2;0;0;Patiala;Lahore;;patched_state;Lahore;;lower_strata;punjabi;sunni;20;;;;;;;;;;;;;;;;;;;;;;;;
4426;amur;siberian_shamanism;wood;0;0;0;0;0;0;0;0;0;0;Solnechny;Magadan;boreal_forest;patched_state;Magadan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4427;punjabi;sikhism;tea;0;0;10;0;0;0;4;0;0;0;Pathankot;Lahore;plains;patched_state;Lahore;;lower_strata;punjabi;sunni;37;lower_strata;punjabi;hindu;13;lower_strata;punjabi;mahayana;5;;;;;;;;;;;;;;;;
4428;warao;pagelanca;livestock;0;0;0;0;0;0;2;0;0;0;Macu;Roraima;dense_jungle;patched_state;Roraima;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4429;amur;siberian_shamanism;wood;0;0;0;0;0;0;1;0;0;0;Dzharmen;Heilongjiang;plains;patched_state;Heilongjiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4430;palawa;mythic;wool;0;0;0;0;0;0;0;0;0;0;Geeveston;Tasmania;low_mountain;patched_state;Tasmania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4431;udmurt;orthodox;wood;0;0;2;0;0;0;0;0;0;0;Vavozh;Vyatka;forest;patched_state;Vyatka;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4432;quechua;inti;grain;0;0;3;0;0;0;2;0;0;0;Uncía;Potosi;low_mountain;patched_state;Potosi;;tribesmen;aymara;inti;1;;;;;;;;;;;;;;;;;;;;;;;;
4433;belarusian;orthodox;cloth;0;0;8;0;0;0;0;0;10;0;Gorodets;Mogilev;forest;patched_state;Mogilev;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4434;tatar;sunni;wood;0;0;6;0;0;0;0;0;0;0;Arsk;Kazan;plains;patched_state;Kazan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4435;portuguese;catholic;mediterranean_fruit;0;0;18;3;0;0;0;1;10;0;Vagos;Lisboa;;patched_state;Lisboa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4436;latvian;lutheran;grain;0;1;6;0;0;0;0;0;10;0;Doblen;Kurland;plains;patched_state;Kurland;;lower_strata;baltic_german;lutheran;2;lower_strata;ashkenazi;jewish;2;;;;;;;;;;;;;;;;;;;;
4437;persian;shiite;cloth;0;0;6;0;0;0;1;0;8;0;Firuzaband;Fars;low_mountain;patched_state;Fars;;tribesmen;bedouin;sunni;3;;;;;;;;;;;;;;;;;;;;;;;;
