PROVID;CULTURE;Religion;TRADEGOOD;unused;unused2;lower_strata;middle_strata;proletariat;slaves;tribesmen;upper_strata;INDUSTRIALISATION;PROVINCE RANK;NAME;AREA;TERRAIN;;;Subcultures / religons;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size
4843;turkish;sunni;cloth;0;0;7;0;0;0;1;0;39;0;Inegol;Hudavendicar;;patched_state;Hudavendicar;;lower_strata;greek;orthodox;2;;;;;;;;;;;;;;;;;;;;;;;;
4844;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV4844;Simbirsk;;patched_state;Simbirsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4845;castilian;catholic;cloth;0;0;9;2;2;0;0;1;39;0;Caspe;Aragón;;patched_state;Aragón;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4846;french;catholic;cloth;0;0;11;2;4;0;0;1;39;0;La Rochelle;Poitou-Charentes;;patched_state;Poitou-Charentes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4847;roman;roman_pantheon;cloth;0;0;0;0;0;0;0;0;40;0;Bermuda;Bermuda;;patched_state;Bermuda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4848;roman;protestant;cloth;0;0;0;0;0;0;0;0;1;0;PROV4848;state_386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4849;roman;lutheran;cloth;0;0;2;0;0;0;0;0;40;0;St. Lucia;Lesser_Antilles;;patched_state;Lesser_Antilles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4850;nunatsiavut;inuit;fish;0;0;0;0;0;0;1;0;40;0;Rigolet;Labrador;boreal_forest;patched_state;Labrador;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4851;castilian;catholic;cloth;0;0;7;2;1;0;0;0;39;0;Calamocha;Aragón;;patched_state;Aragón;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4852;manchu;mahayana;cloth;0;0;0;0;0;0;1;0;39;0;PROV4852;West Zhili;;patched_state;West Zhili;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4853;malayalam;hindu;cloth;0;0;37;5;1;0;8;0;40;0;PROV4853;state_38;;patched_state;state_38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4854;kiowa;waashat;cloth;0;0;0;0;0;0;0;0;1;0;PROV4854;state_761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4855;kiowa;waashat;cloth;0;0;0;0;0;0;0;0;40;0;PROV4855;Oklahoma;semi_arid;patched_state;Oklahoma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4856;thai;theravada;cloth;0;0;6;2;0;12;0;0;39;0;Chonburi;Siam;;patched_state;Siam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4857;han;confucianism;cloth;0;0;24;1;1;0;0;1;39;0;PROV4857;Zhili;;patched_state;Zhili;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4858;brazilian;catholic;cloth;0;0;0;0;0;0;0;0;1;0;PROV4858;state_58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4859;brazilian;catholic;grain;0;0;2;0;0;0;0;0;40;0;Camaquã;Rio Grande do Sul;;patched_state;Rio Grande do Sul;;slaves;kaingang;catholic;1;;;;;;;;;;;;;;;;;;;;;;;;
4860;altai;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV4860;Tyumen;boreal_forest;patched_state;Tyumen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4861;;;;0;0;0;0;0;0;0;0;1;0;PROV4861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4862;;;;0;0;0;0;0;0;0;0;1;0;Skagerrak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4863;bashkir;orthodox;cloth;0;0;0;0;0;0;0;0;1;0;Danizg_Basin;state_528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4864;bashkir;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV4864;Orenburg;;patched_state;Orenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4865;bangi;bantu;cloth;0;0;1;0;0;0;14;0;40;0;PROV4865;Congo;dense_jungle;patched_state;Congo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4866;roman;roman_pantheon;cloth;0;0;0;0;0;0;0;0;40;0;PROV4866;spare_state;;patched_state;spare_state;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4867;bedouin;sunni;cloth;0;0;0;0;0;0;15;0;39;0;PROV4867;Hedjaz;;patched_state;Hedjaz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4868;greek;sunni;cloth;0;0;9;3;5;0;0;2;39;0;Alexandroupolis;Edirne;;patched_state;Edirne;;lower_strata;greek;orthodox;5;middle_strata;greek;orthodox;2;proletariat;greek;orthodox;4;;;;;;;;;;;;;;;;
4869;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV4869;Penza;;patched_state;Penza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4870;castilian;catholic;grain;0;0;7;1;1;0;0;0;39;0;Monreal;Madrid;;patched_state;Madrid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4871;abenaki;inuit;cloth;0;0;0;0;0;0;1;0;40;0;Tupper Lake;New York;;patched_state;New York;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4872;malayalam;hindu;cloth;0;0;41;5;2;0;10;0;40;0;Kochi;state_38;;patched_state;state_38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4873;ukrainian;orthodox;grain;0;0;2;0;0;0;0;0;39;0;Zavodske;Poltava;farmland;patched_state;Poltava;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4874;han;confucianism;cloth;0;0;24;1;1;0;0;1;39;0;PROV4874;Zhili;;patched_state;Zhili;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4875;croat;catholic;wool;0;0;5;1;1;0;0;0;0;1;Drvar;Bosna;;patched_state;Bosna;;;;;;;;;;lower_strata;serb;orthodox;2;;;;;;;;;;;;;;;;
4876;tuareg;sunni;cloth;0;0;0;0;0;0;18;0;39;0;Ati;Chad;;patched_state;Chad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4877;central_italian;catholic;sulphur;0;0;41;12;2;0;0;0;39;0;Ravenna;Emilia-Romagna;;patched_state;Emilia-Romagna;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4878;ukrainian;orthodox;fish;0;0;0;0;0;0;0;0;39;0;PROV4878;Aden;;patched_state;Aden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4879;platense;catholic;sulphur;0;0;2;0;0;0;0;0;40;0;San José;Uruguay;;patched_state;Uruguay;;tribesmen;guarani;catimbo;1;;;;;;;;;;;;;;;;;;;;;;;;
4880;tuareg;sunni;cloth;0;0;0;0;0;0;18;0;39;0;Biltine;Chad;;patched_state;Chad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4881;north_italian;catholic;grain;0;0;50;3;5;0;0;2;39;0;Vicenza;Veneto;farmland;patched_state;Veneto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4882;sahaptin;earth_lodge;wood;0;0;0;0;0;0;0;0;40;0;PROV4882;Washington;;patched_state;Washington;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4883;egyptian_arabic;sunni;cloth;0;0;8;0;0;0;1;0;39;0;PROV4883;Red_Sea;;patched_state;Red_Sea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4884;ojibwe-potawatomi;waashat;cloth;0;0;0;0;0;0;1;0;40;0;Thunder Bay;Ontario;;patched_state;Ontario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4885;castilian;catholic;grain;0;0;11;2;2;0;0;1;39;0;Guadalajara;Madrid;;patched_state;Madrid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4886;mongolian;mahayana;camel;0;0;7;0;0;0;0;0;39;0;PROV4886;Nei_Mongol;desert;patched_state;Nei_Mongol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4887;tagalog;anito;coffee;0;0;0;0;0;0;1;0;39;0;Puerto Princesa;Minarora;dense_jungle;patched_state;Minarora;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4888;navaho;waashat;livestock;0;0;0;0;0;0;0;0;40;0;PROV4888;New_Mexico;semi_arid;patched_state;New_Mexico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4889;thai;theravada;cloth;0;0;6;0;0;4;0;0;39;0;Nakhon-Pathom;Siam;;patched_state;Siam;;middle_strata;han;theravada;1;;;;;;;;;;;;;;;;;;;;;;;;
4890;jin;confucianism;cloth;0;0;24;1;1;0;0;1;39;0;PROV4890;Shanxi;;patched_state;Shanxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4891;peruvian;catholic;sugar;0;0;19;2;3;0;0;1;40;0;Lima;Costa de Peru;semi_arid;patched_state;Costa de Peru;;lower_strata;quechua;catholic;8;proletariat;quechua;catholic;2;slaves;afro_andean;catholic;6;;;;;;;;;;;;;;;;
4892;comanche;waashat;livestock;0;0;0;0;0;0;0;0;40;0;Armarillo;Texas;semi_arid;patched_state;Texas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4893;karen;theravada;cloth;0;0;10;0;0;0;0;0;39;0;Mergui;Tenasserim;;patched_state;Tenasserim;;tribesmen;moken;austronesian;1;;;;;;;;;;;;;;;;;;;;;;;;
4894;osage;waashat;cloth;0;0;0;0;0;0;0;0;40;0;Kansas City;Missouri;;patched_state;Missouri;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4895;guarani;catimbo;livestock;0;0;0;0;0;0;2;0;40;0;Gualeguaychú;Mesopotamia;;patched_state;Mesopotamia;;lower_strata;platense;catholic;3;;;;;;;;;;;;;;;;;;;;;;;;
4896;ahtna;earth_lodge;wood;0;0;0;0;0;0;0;0;40;0;Tacoma;Washington;;patched_state;Washington;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4897;bedouin;wahhabi;livestock;0;0;0;0;0;0;4;0;39;0;PROV4897;Ha'il;;patched_state;Ha'il;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4898;ojibwe-potawatomi;waashat;cloth;0;0;0;0;0;0;1;0;40;0;Rat Portage;Ontario;;patched_state;Ontario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4899;tuvan;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV4899;Irkutsk;boreal_forest;patched_state;Irkutsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4900;turkmen;sunni;cloth;0;0;0;0;0;0;0;0;40;0;PROV4900;Zakaspiya;desert;patched_state;Zakaspiya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4901;tuvan;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV4901;Khakassia;;patched_state;Khakassia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4902;roman;mythic;cloth;0;0;0;0;0;0;0;0;40;0;PROV4902;Papua_New_Guinea;extreme_mountain;patched_state;Papua_New_Guinea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4903;kiowa;waashat;cloth;0;0;0;0;0;0;0;0;40;0;PROV4903;Kansas;semi_arid;patched_state;Kansas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4904;bedouin;sunni;cloth;0;0;0;0;0;0;13;0;39;0;PROV4904;Hedjaz;;patched_state;Hedjaz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4905;swedish;lutheran;wood;0;0;0;0;0;0;0;0;39;0;PROV4905;state_461;;patched_state;state_461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4906;greek;orthodox;cloth;0;0;24;3;0;0;0;0;39;0;North Aegean Islands;Ege_Adalari;;patched_state;Ege_Adalari;;lower_strata;turkish;sunni;2;middle_strata;turkish;sunni;3;;;;;;;;;;;;;;;;;;;;
4907;koyukon;inuit;fish;0;0;0;0;0;0;0;0;39;0;Anchorage;Alaska;tundra;patched_state;Alaska;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4908;scottish;lutheran;fish;0;0;3;0;0;0;0;0;40;0;Lochcarron;Scotland;;patched_state;Scotland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4909;russian;orthodox;cloth;0;0;5;0;0;0;0;0;39;0;PROV4909;Ryazan;;patched_state;Ryazan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4910;kazakh;sunni;horses;0;0;0;0;0;0;0;0;39;0;PROV4910;Uralsk;semi_arid;patched_state;Uralsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4911;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV4911;Ryazan;;patched_state;Ryazan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4912;english;anglican;cloth;0;0;6;1;0;0;0;0;45;0;Yorkshire Dales;Yorkshire;;patched_state;Yorkshire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4913;swedish;lutheran;wood;0;0;0;0;0;0;0;0;39;0;PROV4913;state_461;;patched_state;state_461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4914;crimean;orthodox;horses;0;0;0;0;0;0;0;0;39;0;Jeisk;Kuban;;patched_state;Kuban;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4915;scottish;lutheran;fish;0;0;2;0;0;0;0;0;40;0;Skye;Scotland;;patched_state;Scotland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4916;occitan;catholic;cloth;0;0;17;3;5;0;0;1;39;0;Marmande;Aquitaine;;patched_state;Aquitaine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4917;swedish;lutheran;wood;0;0;1;0;0;0;0;0;39;0;Borlänge;state_715;;patched_state;state_715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4918;cree;inuit;cloth;0;0;0;0;0;0;1;0;40;0;Fort Albany;Ontario;;patched_state;Ontario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4919;korean;mahayana;grain;0;0;114;7;0;0;0;4;40;0;Pyeongtaek;Namhan;;patched_state;Namhan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4920;english;anglican;cloth;0;0;8;2;0;0;0;0;45;0;Barrow-in-Furness;North;;patched_state;North;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4921;croat;catholic;livestock;0;0;5;0;0;0;0;0;39;0;Knin;Dalmatien;;patched_state;Dalmatien;;lower_strata;serb;orthodox;2;;;;;;;;;;;;;;;;;;;;;;;;
4922;ukrainian;orthodox;fish;0;0;9;0;0;0;0;0;39;0;Tokmak;Taurida;farmland;patched_state;Taurida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4923;gujarati;sunni;cloth;0;0;11;0;0;0;5;0;40;0;PROV4923;Gujarat;;patched_state;Gujarat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4924;ukrainian;orthodox;grain;0;0;10;0;0;0;0;0;39;0;Pervomaiske;Kherson;farmland;patched_state;Kherson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4925;dutch;reformed;cloth;0;0;12;6;10;0;0;1;50;0;Utrecht;Holland;;patched_state;Holland;;lower strata;dutch;catholic;4;proletariat;dutch;catholic;7;middle strata;dutch;catholic;2;;;;;;;;;;;;;;;;
4926;huron;waashat;cloth;0;0;0;0;0;0;1;0;40;0;Elliot Lake;Ontario;;patched_state;Ontario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4927;hindi;hindu;cloth;0;0;39;5;3;0;15;0;40;0;PROV4927;state_70;;patched_state;state_70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4928;ukrainian;orthodox;grain;0;0;16;1;0;0;0;0;39;0;Mikolaiv;Kherson;farmland;patched_state;Kherson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4929;min;confucianism;cloth;0;0;24;1;1;0;0;1;39;0;Huichang;Jiangxi;;patched_state;Jiangxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4930;kurdish;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV4930;state_175;;patched_state;state_175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4931;han;confucianism;cloth;0;0;113;4;4;0;0;5;39;0;Ha Long;Henan;;patched_state;Henan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4932;mohawk;gaihwiio;cloth;0;0;0;0;0;0;3;0;40;0;Watertown;New York;;patched_state;New York;;lower strata;yankee;lutheran;3;;;;;;;;;;;;;;;;;;;;;;;;
4933;kannada;hindu;cloth;0;0;32;5;3;0;20;0;40;0;Anantapur;state_534;;patched_state;state_534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4934;han;confucianism;cloth;0;0;113;4;4;0;0;5;39;0;PROV4934;Shandong;;patched_state;Shandong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4935;roman;mythic;grain;0;0;0;0;0;0;0;0;40;0;PROV4935;New_South_Wales;low_mountain;patched_state;New_South_Wales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4936;han;confucianism;cloth;0;0;58;2;2;0;0;3;39;0;Shijiazhuang;Zhili;;patched_state;Zhili;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4937;central_italian;catholic;wood;0;0;42;14;6;0;0;1;39;0;Ancona;Marche;farmland;patched_state;Marche;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4938;pashtun;sunni;cloth;0;0;0;0;0;0;0;0;40;0;PROV4938;North_Afghanistan;;patched_state;North_Afghanistan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4939;kambunda;bantu;cloth;0;0;0;0;0;0;7;0;40;0;PROV4939;Northern_Rhodesia;;patched_state;Northern_Rhodesia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4940;jin;confucianism;cloth;0;0;58;2;2;0;0;3;39;0;PROV4940;Shanxi;;patched_state;Shanxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4941;roman;mythic;grain;0;0;0;0;0;0;0;0;40;0;PROV4941;New_South_Wales;low_mountain;patched_state;New_South_Wales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4942;washo;earth_lodge;wood;0;0;0;0;0;0;0;0;40;0;PROV4942;Oregon;;patched_state;Oregon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4943;nubian;sunni;cloth;0;0;0;0;0;0;0;0;40;0;PROV4943;Sudan;;patched_state;Sudan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4944;gan;confucianism;cloth;0;0;24;1;1;0;0;1;39;0;Yudu;Jiangxi;;patched_state;Jiangxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4945;sisika;waashat;cloth;0;0;0;0;0;0;0;0;40;0;Great Falls;Montana;;patched_state;Montana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4946;jin;confucianism;cloth;0;0;24;1;1;0;0;1;39;0;PROV4946;Shanxi;;patched_state;Shanxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4947;makhuwa;bantu;grain;0;0;0;0;0;8;10;0;40;0;PROV4947;Mozambique;;patched_state;Mozambique;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4948;kurdish;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV4948;Surija;;patched_state;Surija;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4949;bisayan;anito;coffee;0;0;2;0;0;0;3;0;40;0;Tagum;North Mindanao;dense_jungle;patched_state;North Mindanao;;lower_strata;bisayan;hindu;1;;;;;;;;;;;;;;;;;;;;;;;;
4950;chewa;bantu;cloth;0;0;3;0;0;7;26;0;40;0;Lilongwe;Malawi;;patched_state;Malawi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4951;levantine;sunni;cloth;0;0;0;0;0;0;0;0;39;0;Aleppo;Aleppo;;patched_state;Aleppo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4952;brazilian;catholic;chocolate;0;0;1;0;0;0;0;0;40;0;Trindade;Roraima;dense_jungle;patched_state;Roraima;;tribesmen;tupi;catimbo;1;;;;;;;;;;;;;;;;;;;;;;;;
4953;pashtun;sunni;cloth;0;0;0;0;0;0;0;0;40;0;PROV4953;North_Afghanistan;;patched_state;North_Afghanistan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4954;roman;mythic;grain;0;0;0;0;0;0;0;0;40;0;PROV4954;New_South_Wales;forest;patched_state;New_South_Wales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4955;somali;kenyan;cloth;0;0;0;0;0;8;28;0;40;0;PROV4955;Kenya;;patched_state;Kenya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4956;fang;bantu;cloth;0;0;2;0;0;0;18;0;40;0;Jaunde;Cameroon;dense_jungle;patched_state;Cameroon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4957;sisika;waashat;cloth;0;0;0;0;0;0;0;0;40;0;PROV4957;Montana;;patched_state;Montana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4958;bedouin;wahhabi;wool;0;0;0;0;0;0;4;0;39;0;PROV4958;Ha'il;;patched_state;Ha'il;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4959;quechua;catholic;grain;0;0;3;0;0;0;0;0;40;0;Puerto Villarroel;Santa Cruz;;patched_state;Santa Cruz;;lower_strata;aymara;catholic;1;lower_strata;peruvian;catholic;1;;;;;;;;;;;;;;;;;;;;
4960;samoyed;orthodox;wood;0;0;0;0;0;0;0;0;39;0;PROV4960;Arkhangelsk;boreal_forest;patched_state;Arkhangelsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4961;frisian;lutheran;cloth;0;0;7;4;2;0;0;0;40;0;Niebüll;Schleswig-Holstein;;patched_state;Schleswig-Holstein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4962;samoyed;orthodox;wood;0;0;0;0;0;0;0;0;39;0;PROV4962;Arkhangelsk;tundra;patched_state;Arkhangelsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4963;ukrainian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV4963;Minsk;plains;patched_state;Minsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4964;asturian;catholic;cloth;0;0;15;3;5;0;0;1;39;0;Oviedo;León;;patched_state;León;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4965;french;catholic;cloth;0;0;31;5;10;0;0;2;39;0;Alençon;Basse-Normandie;;patched_state;Basse-Normandie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4966;english;anglican;cloth;0;0;26;19;22;0;0;7;50;0;Leeds;Yorkshire;;patched_state;Yorkshire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4967;bulgarian;orthodox;cloth;0;0;9;1;2;0;0;0;0;1;Preslav;Balgariya;;patched_state;Balgariya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4968;swedish;lutheran;wood;0;0;1;0;0;0;0;0;39;0;PROV4968;state_715;;patched_state;state_715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4969;ukrainian;orthodox;cloth;0;0;20;1;0;0;0;0;39;0;Kherson;Kherson;farmland;patched_state;Kherson;;middle_strata;eastern_german;evangelical;1;lower_strata;ashkenazi;jewish;3;;;;;;;;;;;;;;;;;;;;
4970;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV4970;Minsk;plains;patched_state;Minsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4971;south_italian;catholic;grain;0;0;22;10;0;0;0;2;39;0;Salerno;Campania;hills;patched_state;Campania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4972;north_german;lutheran;cloth;0;0;0;0;0;0;0;0;39;0;Neuruppin;Brandenburg;;patched_state;Brandenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4973;yue;linh;cloth;0;0;24;1;1;0;0;1;39;0;PROV4973;North_Vietnam;;patched_state;North_Vietnam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4974;sardinian;catholic;coal;0;0;10;1;0;0;1;0;39;0;Iglesias;Sardinia;;patched_state;Sardinia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4975;north_german;lutheran;cloth;0;0;0;0;0;0;0;0;39;0;PROV4975;Sachsen-Anhalt;;patched_state;Sachsen-Anhalt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4976;korean;mahayana;cloth;0;0;7;0;0;0;0;0;39;0;Samsu;Bukhan;;patched_state;Bukhan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4977;galician;catholic;cloth;0;0;7;1;1;0;0;0;39;0;Navia;León;;patched_state;León;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4978;roman;mana;cloth;0;0;0;0;0;0;0;0;40;0;PROV4978;New_Britain;dense_jungle;patched_state;New_Britain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4979;brezhoneg;catholic;cloth;0;0;32;0;10;0;0;0;39;0;Guingamp;Bretagne;;patched_state;Bretagne;;upper_strata;breton;catholic;2;middle_strata;breton;catholic;5;;;;;;;;;;;;;;;;;;;;
4980;japanese;shinto;wood;0;0;34;1;0;0;0;1;40;0;Ono;Chubu;low_mountain;patched_state;Chubu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4981;bulgarian;orthodox;cloth;0;0;15;4;5;0;0;1;0;1;Lukovit;Balgariya;;patched_state;Balgariya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4982;anglo_canadian;anglican;cloth;0;0;0;0;0;0;0;0;40;0;Machias;Maine;;patched_state;Maine;;lower strata;yankee;lutheran;1;;;;;;;;;;;;;;;;;;;;;;;;
4983;bosniak;sunni;wood;0;0;7;1;2;0;0;0;0;1;Kalinovik;Bosna;;patched_state;Bosna;;lower_strata;turkish;sunni;3;;;;;;;;;;;;;;;;;;;;;;;;
4984;yupik;inuit;fish;0;0;0;0;0;0;0;0;39;0;Change it back!;Alaska;tundra;patched_state;Alaska;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4985;yankee;lutheran;cloth;0;0;0;0;0;0;0;0;40;0;Bangor;Maine;;patched_state;Maine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4986;croat;catholic;cloth;0;0;7;2;2;0;0;0;0;1;Konjic;Bosna;hills;patched_state;Bosna;;lower_strata;turkish;sunni;1;;;;;;;;;;;;;;;;;;;;;;;;
4987;fulani;sunni;cloth;0;0;2;0;0;5;23;0;40;0;Bissau;Guinea-Bissau;;patched_state;Guinea-Bissau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4988;bengali;hindu;cloth;0;0;32;5;2;0;14;0;40;0;PROV4988;Assam;;patched_state;Assam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4989;assiniboine;waashat;cloth;0;0;0;0;0;0;0;0;40;0;Aberdeen;South_Dakota;;patched_state;South_Dakota;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4990;korean;mahayana;cloth;0;0;72;4;0;0;0;0;39;0;Chasong;Bukhan;;patched_state;Bukhan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4991;han;confucianism;cloth;0;0;58;2;2;0;0;3;39;0;Wuhan;Hubei;;patched_state;Hubei;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
