ProvID,Culture,Religion,TradeGoods,Citizens,Freedmen,LowerStrata,MiddleStrata,Proletariat,Slaves,Tribesmen,UpperStrata,Civilization,SettlementRank,NameRef,AraRef,isChanged
7434,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7434,state_684,FALSE
7435,ukrainian,orthodox,cloth,0,0,2,0,0,0,0,0,39,0,Orhei,state_401,FALSE
7436,turkana,kenyan,cloth,0,0,3,0,0,7,26,0,39,0,PROV7436,state_489,FALSE
7437,afro_caribbean,protestant,cloth,0,0,5,1,1,0,0,1,40,0,Guadeloupe,state_224,FALSE
7438,hausa,sunni,cloth,0,0,4,0,0,6,25,0,39,0,Gorgorum,Nigeria,FALSE
7439,mexican,catholic,cloth,0,0,0,0,0,0,0,0,40,0,PROV7439,state_604,FALSE
7440,yanktonai,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV7440,state_531,FALSE
7441,norwegian,reformed,cloth,0,0,0,0,0,0,0,0,40,0,PROV7441,state_554,FALSE
7442,mossi,sunni,cloth,0,0,3,0,0,2,19,0,39,0,Koudougou,Burkina Faso,FALSE
7443,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7443,state_684,FALSE
7444,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7444,state_457,FALSE
7445,tupi,pagelanca,gold,0,0,0,0,0,0,5,0,40,0,Itaituba,Pará,TRUE
7446,han,confucianism,cloth,0,0,24,1,1,0,0,1,39,0,PROV7446,state_605,FALSE
7447,ukrainian,orthodox,cloth,0,0,14,0,0,0,0,0,39,0,Zolotonosha,state_471,FALSE
7448,mordvin,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7448,state_255,FALSE
7449,romanian,orthodox,cloth,0,0,12,3,1,0,0,1,40,0,Iasi,state_560,FALSE
7450,sami,orthodox,cloth,0,0,0,0,0,0,0,0,40,0,Sohjana,state_155,FALSE
7451,hakka,confucianism,cloth,0,0,58,2,2,0,0,3,39,0,PROV7451,state_269,FALSE
7452,ukrainian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7452,state_606,FALSE
7453,kazakh,orthodox,cloth,0,0,1,0,0,0,0,0,39,0,PROV7453,state_528,FALSE
7454,turkish,sunni,cloth,0,0,0,0,0,0,0,0,39,0,Eskisehir,state_18,FALSE
7455,mohawk,gaihwiio,cloth,0,0,0,0,0,0,1,0,40,0,Oswego,New York,FALSE
7456,scottish,reformed,cloth,0,0,3,1,0,0,0,0,40,0,Invergordon,state_429,FALSE
7457,ojibwe-potawatomi,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV7457,state_721,FALSE
7458,wichita,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV7458,state_183,FALSE
7459,castilian,catholic,cloth,0,0,0,0,0,0,0,0,39,0,Orea,Castille,FALSE
7460,wiyot,earth_lodge,cloth,0,0,0,0,0,0,0,0,40,0,PROV7460,state_727,FALSE
7461,tamil,theravada,cloth,0,0,11,0,0,0,0,0,40,0,PROV7461,state_291,FALSE
7462,levantine,orthodox,cloth,0,0,6,0,0,0,0,0,39,0,PROV7462,state_675,FALSE
7463,ukrainian,orthodox,cloth,0,0,17,0,0,0,0,0,39,0,Pereslav-khmelnistky,state_298,FALSE
7464,anglo_antipodean,mythic,cloth,0,0,0,0,0,0,0,0,40,0,Canberra,state_390,FALSE
7465,tunisian,sunni,cloth,0,0,0,0,0,0,5,0,39,0,PROV7465,state_781,FALSE
7466,breton,catholic,cloth,0,0,18,3,5,0,0,1,39,0,Dinan,Bretagne,FALSE
7467,uighur,sunni,cloth,0,0,0,0,0,0,1,0,39,0,PROV7467,state_267,FALSE
7468,hakka,confucianism,cloth,0,0,58,2,2,0,0,3,39,0,PROV7468,state_269,FALSE
7469,ukrainian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,Munkatsch,state_606,FALSE
7470,min,confucianism,cloth,0,0,58,2,2,0,0,3,39,0,PROV7470,state_314,FALSE
7471,turkish,sunni,cloth,0,0,0,0,0,0,0,0,39,0,Bursa,state_106,FALSE
7472,hindi,hindu,cloth,0,0,35,5,2,0,14,0,40,0,PROV7472,state_248,FALSE
7473,kazakh,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV7473,state_83,FALSE
7474,min,confucianism,cloth,0,0,24,1,1,0,0,1,39,0,PROV7474,state_314,FALSE
7475,oroqen,mahayana,cloth,0,0,0,0,0,0,1,0,39,0,PROV7475,state_777,FALSE
7476,caddo,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV7476,state_183,FALSE
7477,castilian,catholic,cloth,0,0,15,3,2,0,0,1,39,0,Elda,Valencia,FALSE
7478,peruvian,catholic,gold,0,0,0,0,0,0,0,0,40,0,Tarapacá,Norte Grande,TRUE
7479,jin,mahayana,cloth,0,0,7,0,0,0,0,0,39,0,PROV7479,state_548,FALSE
7480,malayalam,hindu,cloth,0,0,25,5,1,0,8,0,40,0,PROV7480,state_38,FALSE
7481,choctaw,waashat,cloth,0,0,0,0,0,0,0,0,40,0,Huntsville,state_771,FALSE
7482,roman,mythic,cloth,0,0,0,0,0,0,0,0,40,0,PROV7482,state_390,FALSE
7483,tunisian,sunni,cloth,0,0,0,0,0,0,5,0,39,0,PROV7483,state_781,FALSE
7484,anglo_antipodean,mythic,cloth,0,0,0,0,0,0,0,0,40,0,PROV7484,state_390,FALSE
7485,tajik,sunni,cloth,0,0,0,0,0,0,0,0,40,0,Dushanbe,state_185,FALSE
7486,pashtun,shiite,cloth,0,0,0,0,0,0,0,0,40,0,PROV7486,state_392,FALSE
7487,roman,mythic,cloth,0,0,0,0,0,0,0,0,40,0,PROV7487,state_603,FALSE
7488,hindi,hindu,cloth,0,0,37,5,1,0,8,0,40,0,PROV7488,state_248,FALSE
7489,cherokee,waashat,cloth,0,0,0,0,0,0,0,0,40,0,Murfreesboro,state_135,FALSE
7490,mexican,catholic,cloth,0,0,0,0,0,0,0,0,40,0,PROV7490,state_136,FALSE
7491,oroqen,mahayana,cloth,0,0,0,0,0,0,1,0,39,0,Never,state_777,FALSE
7492,roman,mythic,cloth,0,0,0,0,0,0,0,0,40,0,Kununurra,state_315,FALSE
7493,azeri,shiite,cloth,0,0,0,0,0,0,0,0,40,0,PROV7493,state_165,FALSE
7494,kayapo,pagelanca,gold,0,0,0,0,0,0,1,0,40,0,Canarana,Mato Grosso,TRUE
7495,comanche,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV7495,state_577,FALSE
7496,peruvian,catholic,grain,0,0,3,1,0,0,0,1,40,0,Trinidad,Beni y Pando,TRUE
7497,uzbek,sunni,cloth,0,0,0,0,0,0,0,0,40,0,PROV7497,state_159,FALSE
7498,finnish,orthodox,cloth,0,0,2,0,0,0,0,0,39,0,Olonets,Olonets,FALSE
7499,mexican,catholic,cloth,0,0,0,0,0,0,0,0,40,0,PROV7499,state_552,FALSE
7500,polish,catholic,cloth,0,0,0,0,0,0,0,0,40,0,Konin,Kalisz,FALSE
7501,swedish,protestant,cloth,0,0,0,0,0,0,0,0,39,0,PROV7501,state_558,FALSE
7502,mordvin,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7502,state_457,FALSE
7503,finnish,orthodox,cloth,0,0,1,0,0,0,0,0,39,0,Velikaja Kuba,Olonets,FALSE
7504,finnish,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7504,state_155,FALSE
7505,serb,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7505,state_77,FALSE
7506,lithuanian,catholic,cloth,0,0,0,0,0,0,0,0,39,0,PROV7506,state_306,FALSE
7507,russian,orthodox,cloth,0,0,2,1,0,0,0,0,39,0,Petrozadovsk,Olonets,FALSE
7508,romanian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7508,state_612,FALSE
7509,polish,catholic,cloth,0,0,0,0,0,0,0,0,39,0,PROV7509,state_87,FALSE
7510,castilian,catholic,cloth,0,0,5,1,0,0,0,0,39,0,Don Benito,Extremadura,FALSE
7511,swedish,protestant,cloth,0,0,0,0,0,0,0,0,39,0,PROV7511,state_558,FALSE
7512,yankee,protestant,cloth,0,0,5,2,0,0,0,0,40,0,Canandaigua,New York,FALSE
7513,taa,khoi-san,cloth,0,0,0,0,0,0,0,0,40,0,PROV7513,state_726,FALSE
7514,kazakh,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV7514,state_571,FALSE
7515,yoruba,dahoman,cloth,0,0,3,0,0,3,27,0,39,0,Ilorin,Nigeria,FALSE
7516,roman,mythic,cloth,0,0,0,0,0,0,0,0,40,0,Wewak,state_626,FALSE
7517,illinois,gaihwiio,cloth,0,0,0,0,0,0,0,0,40,0,PROV7517,state_721,FALSE
7518,han,confucianism,cloth,0,0,58,2,2,0,0,3,39,0,PROV7518,state_447,FALSE
7519,lithuanian,catholic,cloth,0,0,0,0,0,0,0,0,39,0,PROV7519,state_119,FALSE
7520,amur,mahayana,cloth,0,0,24,1,1,0,0,1,39,0,PROV7520,state_53,FALSE
7521,central_italian,catholic,inorganic_compounds,0,0,29,16,11,0,0,2,39,0,Pisa,Toscana,FALSE
7522,rajasthani,jainism,cloth,0,0,12,0,0,0,4,0,40,0,PROV7522,state_15,FALSE
7523,castilian,catholic,cloth,0,0,8,3,1,0,0,1,39,0,Almendralejo,Extremadura,FALSE
7524,han,mahayana,cloth,0,0,58,2,2,0,0,3,39,0,Chaoyang,state_610,FALSE
7525,yankee,protestant,cloth,0,0,5,3,0,0,0,1,40,0,Rochester,New York,FALSE
7526,amur,mahayana,cloth,0,0,0,0,0,0,1,0,39,0,PROV7526,state_584,FALSE
7527,hindi,sunni,cloth,0,0,17,2,0,0,4,0,40,0,PROV7527,state_15,FALSE
7528,han,mahayana,cloth,0,0,1555,52,52,0,0,69,39,0,PROV7528,state_610,FALSE
7529,han,confucianism,cloth,0,0,24,1,1,0,0,1,39,0,PROV7529,state_276,FALSE
7530,lawangan,hindu,cloth,0,0,0,0,0,0,0,0,39,0,PROV7530,state_139,FALSE
7531,wiyot,earth_lodge,cloth,0,0,0,0,0,0,0,0,40,0,Chico,state_727,FALSE
7532,chiricahua,catholic,cloth,0,0,0,0,0,0,0,0,40,0,San Angelo,state_577,FALSE
7533,bornean,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV7533,state_439,FALSE
7534,han,confucianism,cloth,0,0,58,2,2,0,0,3,39,0,Liaocheng,state_447,FALSE
7535,maori,rangi,cloth,0,0,0,0,0,0,0,0,40,0,PROV7535,state_459,FALSE
7536,kirghiz,sunni,cloth,0,0,0,0,0,0,0,0,40,0,PROV7536,state_44,FALSE
7537,french,catholic,cloth,0,0,20,1,0,0,0,1,39,0,Bayeux,Basse-Normandie,FALSE
7538,tuvan,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV7538,state_132,FALSE
7539,gujarati,mahdavia,cloth,0,0,18,0,1,0,8,0,40,0,PROV7539,state_473,FALSE
7540,0,0,0,0,0,0,0,0,0,0,0,1,0,PROV7540,0,FALSE
7541,roman,mythic,cloth,0,0,0,0,0,0,0,0,40,0,PROV7541,state_390,FALSE
7542,kazakh,sunni,cloth,0,0,0,0,0,0,0,0,40,0,PROV7542,state_363,FALSE
7543,shilluk,kenyan,cloth,0,0,0,0,0,0,11,0,40,0,PROV7543,state_259,FALSE
7544,oroqen,mahayana,cloth,0,0,0,0,0,0,1,0,39,0,Belogorsk,state_53,FALSE
7545,punjabi,sikhism,cloth,0,0,12,0,0,0,4,0,40,0,PROV7545,state_201,FALSE
7546,mongolian,tengri,cloth,0,0,0,0,0,0,0,0,39,0,PROV7546,state_792,FALSE
7547,han,confucianism,cloth,0,0,58,2,2,0,0,3,39,0,PROV7547,state_276,FALSE
7548,shona,bantu,cloth,0,0,1,0,0,0,7,0,40,0,Lusaka,state_162,FALSE
7549,chiricahua,catholic,cloth,0,0,0,0,0,0,0,0,40,0,PROV7549,state_577,FALSE
7550,malayan,sunni,cloth,0,0,2,0,0,0,0,0,39,0,Mersing,Johore,TRUE
7551,kashmiri,mahayana,cloth,0,0,0,0,0,0,0,0,40,0,PROV7551,state_767,FALSE
7552,anglo_antipodean,protestant,cloth,0,0,0,0,0,0,0,0,40,0,Wellington,state_467,FALSE
7553,tupi,catimbo,peat,0,0,0,0,0,0,1,0,40,0,Coari,Amazonas de Brasil,TRUE
7554,pashtun,sunni,cloth,0,0,0,0,0,0,0,0,40,0,Dschalalabad,state_392,FALSE
7555,roman,mythic,cloth,0,0,0,0,0,0,0,0,40,0,PROV7555,state_390,FALSE
7556,hassaniyya,sunni,cloth,0,0,2,0,0,5,11,0,40,0,Aleg,Mauritania,FALSE
7557,yakut,tengri,cloth,0,0,0,0,0,0,0,0,40,0,PROV7557,state_352,FALSE
7558,paraguayan,catholic,sugar,0,0,3,1,0,0,0,0,40,0,Encarnación,Paraguay,TRUE
7559,roman,roman_pantheon,cloth,0,0,0,0,0,0,0,0,40,0,PROV7559,spare_state,FALSE
7560,0,0,0,0,0,0,0,0,0,0,0,1,0,PROV7560,0,FALSE
7561,occitan,catholic,cloth,0,0,5,0,0,0,0,0,40,0,Grasse,Nice,FALSE
7562,peruvian,catholic,grain,0,0,3,0,0,0,0,0,40,0,Chuquisaca,Tarija y Chuquisaca,TRUE
7563,mordvin,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7563,state_457,FALSE
7564,finnish,orthodox,cloth,0,0,3,2,0,0,0,0,39,0,Sortavala,Karelian Isthmus,FALSE
7565,romanian,orthodox,cloth,0,0,8,2,1,0,0,1,40,0,Bacau,state_560,FALSE
7566,peruvian,catholic,tin,0,0,4,0,0,0,0,0,40,0,Oruro,Oruro,TRUE
7567,ukrainian,catholic,cloth,0,0,0,0,0,0,0,0,39,0,Kowel,state_517,FALSE
7568,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7568,state_424,FALSE
7569,illinois,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV7569,state_729,FALSE
7570,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7570,state_425,FALSE
7571,mordvin,orthodox,cloth,0,0,2,0,0,0,0,0,39,0,PROV7571,state_457,FALSE
7572,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7572,state_745,FALSE
7573,finnish,orthodox,cloth,0,0,2,0,0,0,0,0,40,0,Kitee,Savo,FALSE
7574,japanese,shinto,cloth,0,0,0,0,0,0,0,0,40,0,PROV7574,state_611,FALSE
7575,lithuanian,catholic,cloth,0,0,0,0,0,0,0,0,39,0,PROV7575,state_119,FALSE
7576,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7576,state_745,FALSE
7577,romanian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7577,state_612,FALSE
7578,finnish,protestant,cloth,0,0,3,0,0,0,0,0,40,0,Alajärvi,Pohjanmaa,FALSE
7579,gondi,hindu,cloth,0,0,30,0,3,0,15,0,40,0,PROV7579,state_594,FALSE
7580,hungarian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7580,state_579,FALSE
7581,polish,catholic,cloth,0,0,0,0,0,0,0,0,40,0,Chelm,Chelm,FALSE
7582,greek,orthodox,cloth,0,0,5,1,0,0,0,0,39,0,Metsovo,state_705,FALSE
7583,yankee,protestant,cloth,0,0,8,3,0,0,0,0,40,0,Keene,New Hampshire,FALSE
7584,levantine,sunni,cloth,0,0,1,0,0,0,0,0,39,0,PROV7584,state_675,FALSE
7585,illinois,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV7585,state_729,FALSE
7586,yurok,earth_lodge,cloth,0,0,0,0,0,0,0,0,40,0,Eugene,state_28,FALSE
7587,hindi,hindu,cloth,0,0,30,0,6,0,31,0,40,0,PROV7587,state_248,FALSE
7588,dixie,evangelical,cloth,0,0,3,2,0,0,0,1,40,0,Blacks and Whites,Virginia,FALSE
7589,yanktonai,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV7589,state_531,FALSE
7590,roman,mythic,cloth,0,0,0,0,0,0,0,0,40,0,PROV7590,state_626,FALSE
7591,japanese,mahayana,cloth,0,0,0,0,0,0,0,0,40,0,PROV7591,state_587,FALSE
7592,kazakh,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV7592,state_571,FALSE
7593,kaska,waashat,cloth,0,0,0,0,0,0,1,0,40,0,Cranbrook,Columbia,FALSE
7594,japanese,shinto,cloth,0,0,0,0,0,0,0,0,40,0,Izumo,state_587,FALSE
7595,south_italian,catholic,vegetables,0,0,12,0,0,0,0,0,39,0,Spoleto,Marche,FALSE
7596,kazakh,sunni,cloth,0,0,0,0,0,0,0,0,40,0,PROV7596,state_44,FALSE
7597,marathi,hindu,cloth,0,0,210,30,16,0,92,0,40,0,PROV7597,state_768,FALSE
7598,hungarian,reformed,cloth,0,0,0,0,0,0,0,0,39,0,Miskolc,state_655,FALSE
7599,pahari,mahayana,cloth,0,0,1,0,0,0,1,0,40,0,PROV7599,state_441,FALSE
7600,albanian,sunni,cloth,0,0,4,0,0,0,0,0,39,0,Saranda,state_116,FALSE
7601,tiv,sunni,cloth,0,0,3,0,0,9,20,0,40,0,Mokwa,Nigeria,FALSE
7602,tajik,sunni,cloth,0,0,0,0,0,0,0,0,40,0,PROV7602,state_185,FALSE
7603,hawaiian,mana,cloth,0,0,0,0,0,0,15,0,40,0,Hilo,Hawaii,TRUE
7604,arapaho,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV7604,state_236,FALSE
7605,afro_caribbean,protestant,cloth,0,0,3,0,0,0,0,0,40,0,Turks and Caicos,state_613,FALSE
7606,japanese,shinto,cloth,0,0,0,0,0,0,0,0,40,0,Misawa,state_348,FALSE
7607,tswana,bantu,cloth,0,0,0,0,0,0,0,0,40,0,Gaborone,state_726,FALSE
7608,bengali,hindu,cloth,0,0,308,0,39,0,219,0,40,0,PROV7608,state_692,FALSE
7609,roman,mythic,cloth,0,0,0,0,0,0,0,0,40,0,PROV7609,state_626,FALSE
7610,chiricahua,catholic,cloth,0,0,0,0,0,0,0,0,40,0,Killeen,state_577,FALSE
7611,malinke,serer,cloth,0,0,3,0,0,5,24,0,40,0,Seéju,Senegal,FALSE
7612,korean,mahayana,cloth,0,0,10,0,0,0,0,0,40,0,Chongup,state_163,FALSE
7613,xaayda,inuit,cloth,0,0,0,0,0,0,1,0,40,0,Prince Rupert,Northern Cascadia,FALSE
7614,turkmen,sunni,cloth,0,0,0,0,0,0,0,0,40,0,PROV7614,state_159,FALSE
7615,han,mahayana,cloth,0,0,7,0,0,0,0,0,39,0,PROV7615,state_122,FALSE
7616,dolgan,tengri,cloth,0,0,0,0,0,0,0,0,40,0,PROV7616,state_538,FALSE
7617,mossi,sunni,cloth,0,0,5,0,0,4,18,0,40,0,Ouagadougou,Burkina Faso,FALSE
7618,mikmaq,anglican,cloth,0,0,2,0,0,0,0,0,40,0,Antigonish,Nova Scotia,FALSE
7619,tigre,sunni,cloth,0,0,0,0,0,2,13,0,40,0,Assab,state_503,FALSE
7620,arapaho,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV7620,state_236,FALSE
7621,san,khoi-san,cloth,0,0,0,0,0,0,0,0,40,0,PROV7621,state_427,FALSE
7622,bihari,hindu,cloth,0,0,62,5,4,0,21,0,40,0,PROV7622,state_533,FALSE
7623,roman,mythic,cloth,0,0,0,0,0,0,0,0,40,0,PROV7623,state_748,FALSE
7624,lipan,catholic,cloth,0,0,0,0,0,0,0,0,40,0,PROV7624,state_577,FALSE
7625,roman,roman_pantheon,cloth,0,0,0,0,0,0,0,0,40,0,Funchal,Madeira,FALSE
7626,roman,zanahary,cloth,0,0,1,0,0,8,12,0,40,0,PROV7626,state_67,FALSE
7627,sami,protestant,cloth,0,0,0,0,0,0,1,0,40,0,Enontekiö,Lappi,FALSE
7628,uighur,mahayana,cloth,0,0,0,0,0,0,1,0,39,0,PROV7628,state_221,FALSE
7629,norwegian,reformed,cloth,0,0,0,0,0,0,0,0,40,0,PROV7629,state_554,FALSE
7630,tigre,sunni,cloth,0,0,1,0,0,0,4,0,40,0,PROV7630,state_503,FALSE
7631,russian,orthodox,cloth,0,0,2,0,0,0,0,0,39,0,PROV7631,state_33,FALSE
7632,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7632,state_149,FALSE
7633,tuareg,hausa,cloth,0,0,5,0,0,0,18,0,40,0,Bongor,Chad,FALSE
7634,french,catholic,cloth,0,0,18,3,5,0,0,1,39,0,Blois,Orléans,FALSE
7635,dutch,catholic,cloth,0,0,19,4,4,0,0,1,40,0,Eindhoven,South Netherlands,FALSE
7636,norwegian,protestant,cloth,0,0,0,0,0,0,0,0,40,0,PROV7636,state_288,FALSE
7637,swedish,protestant,cloth,0,0,0,0,0,0,0,0,39,0,PROV7637,state_715,FALSE
7638,turkish,sunni,cloth,0,0,0,0,0,0,0,0,39,0,Gebze,state_622,FALSE
7639,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7639,state_308,FALSE
7640,swedish,protestant,cloth,0,0,0,0,0,0,0,0,39,0,PROV7640,state_715,FALSE
7641,romanian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7641,state_612,FALSE
7642,ukrainian,orthodox,cloth,0,0,2,0,0,0,0,0,39,0,PROV7642,state_33,FALSE
7643,greek,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7643,state_616,FALSE
7644,ukrainian,orthodox,cloth,0,0,12,0,0,0,0,0,39,0,Oster,state_260,FALSE
7645,yanktonai,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV7645,state_333,FALSE
7646,french,catholic,cloth,0,0,54,8,17,0,0,4,39,0,Le Mans,Pays de la Loire,FALSE
7647,tsuutina,inuit,cloth,0,0,0,0,0,0,1,0,40,0,Edmonton,Alberta,FALSE
7648,english,anglican,cloth,0,0,17,5,0,0,0,1,45,0,North Norfolk,state_376,FALSE
7649,maasai,kenyan,cloth,0,0,2,0,0,8,19,0,39,0,PROV7649,state_215,FALSE
7650,seneca,gaihwiio,cloth,0,0,0,0,0,0,4,0,40,0,Buffalo,New York,FALSE
7651,kazakh,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV7651,state_571,FALSE
7652,tamazight,sunni,cloth,0,0,0,0,0,0,3,0,39,0,PROV7652,state_9,FALSE
7653,russian,orthodox,cloth,0,0,2,0,0,0,0,0,39,0,PROV7653,state_308,FALSE
7654,mongolian,mahayana,cloth,0,0,7,0,0,0,0,0,39,0,PROV7654,state_12,FALSE
7655,serb,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7655,state_77,FALSE
7656,romanian,catholic,cloth,0,0,0,0,0,0,0,0,39,0,PROV7656,state_612,FALSE
7657,khmer,theravada,cloth,0,0,36,2,0,0,0,0,39,0,Kyaikkhami,Tenasserim,TRUE
7658,greek,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,Izmir,state_616,FALSE
7659,ukrainian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7659,state_146,FALSE
7660,han,confucianism,cloth,0,0,24,1,1,0,0,1,39,0,Tangshan,state_282,FALSE
7661,ojibwe-potawatomi,waashat,cloth,0,0,0,0,0,0,0,0,40,0,PROV7661,state_333,FALSE
7662,uighur,sunni,cloth,0,0,7,0,0,0,0,0,39,0,PROV7662,state_756,FALSE
7663,punjabi,sikhism,cloth,0,0,12,0,0,0,4,0,40,0,PROV7663,state_201,FALSE
7664,han,confucianism,cloth,0,0,24,1,1,0,0,1,39,0,PROV7664,state_282,FALSE
7665,thai,theravada,cloth,0,0,10,2,0,2,0,1,39,0,Khon Khaen,state_182,TRUE
7666,xaayda,waashat,cloth,0,0,0,0,0,0,1,0,40,0,Bella Coola,Columbia,FALSE
7667,seneca,gaihwiio,cloth,0,0,0,0,0,0,2,0,40,0,Windsor,Southern Ontario,FALSE
7668,tibetan,mahayana,cloth,0,0,7,0,0,0,0,0,39,0,PROV7668,state_617,FALSE
7669,roman,mythic,cloth,0,0,0,0,0,0,0,0,40,0,PROV7669,state_626,FALSE
7670,roman,protestant,cloth,0,0,2,0,0,0,0,0,40,0,Dominica,state_618,FALSE
7671,tuvan,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV7671,state_113,FALSE
7672,pashtun,shiite,cloth,0,0,0,0,0,0,0,0,40,0,PROV7672,state_693,FALSE
7673,serb,catholic,cloth,0,0,3,0,0,0,0,0,39,0,Bajram Curri,state_116,FALSE
7674,manchu,mahayana,cloth,0,0,24,1,1,0,0,1,39,0,PROV7674,state_220,FALSE
7675,burmese,theravada,cloth,0,0,63,5,0,10,0,2,39,0,Hanthawaddy,Pegu,FALSE
7676,dolgan,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV7676,state_640,FALSE
7677,ewe,dahoman,cloth,0,0,3,0,0,5,23,0,40,0,Kara,Togo,FALSE
7678,tiv,hausa,cloth,0,0,4,0,0,2,20,0,40,0,Jos,Nigeria,FALSE
7679,kirghiz,sunni,cloth,0,0,0,0,0,0,1,0,39,0,PROV7679,state_434,FALSE
7680,marathi,hindu,cloth,0,0,35,5,1,0,8,0,40,0,PROV7680,state_248,FALSE
7681,mongolian,mahayana,cloth,0,0,0,0,0,0,1,0,39,0,Uliastay,state_652,FALSE
7682,thai,theravada,cloth,0,0,6,0,0,4,0,1,39,0,Taphan Hin,state_182,TRUE
7683,anglo_antipodean,anglican,cloth,0,0,0,0,0,0,0,0,40,0,Launceston,state_334,FALSE
7684,punjabi,hindu,cloth,0,0,5,0,0,0,0,0,40,0,PROV7684,state_441,FALSE
7685,roman,mythic,cloth,0,0,0,0,0,0,0,0,40,0,Port Moresby,state_626,FALSE
7686,iraqi,shiite,cloth,0,0,4,0,0,0,0,0,39,0,PROV7686,state_480,FALSE
7687,tuvan,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV7687,state_113,FALSE
7688,roman,mythic,cloth,0,0,0,0,0,0,0,0,40,0,Madura,state_4,FALSE
7689,luba,bantu,cloth,0,0,1,0,0,0,8,0,40,0,PROV7689,state_167,FALSE
7690,dolgan,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV7690,state_640,FALSE
7691,tiv,hausa,cloth,0,0,4,0,0,2,20,0,40,0,Abuja,Nigeria,FALSE
7692,mongolian,mahayana,cloth,0,0,0,0,0,0,1,0,39,0,PROV7692,state_652,FALSE
7693,brazilian,catholic,tropical_fruit,0,0,1,0,0,0,0,0,40,0,Assu,Rio Grande do Norte,TRUE
7694,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7694,state_688,FALSE
7695,roman,mythic,cloth,0,0,0,0,0,0,0,0,40,0,PROV7695,state_4,FALSE
7696,polish,catholic,grain,0,0,9,0,0,0,0,3,40,0,Mława,Płockie,TRUE
7697,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7697,state_89,FALSE
7698,russian,orthodox,cloth,0,0,0,0,0,0,0,0,39,0,PROV7698,state_672,FALSE
7699,kazakh,sunni,cloth,0,0,0,0,0,0,0,0,39,0,PROV7699,state_571,FALSE
7700,russian,orthodox,cloth,0,0,1,0,0,0,0,0,39,0,PROV7700,state_688,FALSE
7701,yankee,catholic,cloth,0,0,0,0,0,0,0,0,40,0,Clarion,Pennsylvania,FALSE
7702,lowland_scots,reformed,cloth,0,0,54,6,0,0,0,1,40,0,Lanark,state_619,FALSE
7703,french,catholic,cloth,0,0,29,5,9,0,0,2,39,0,Laval,Pays de la Loire,FALSE
7704,polish,catholic,cloth,0,0,0,0,0,0,0,0,39,0,Toruń,state_476,FALSE
